"incremental_id","tender_title","buyer","award_date","award_value","contract_start","contract_end","supplier","source_url"
"2,679","WATERGUARD Applications (WG Apps) Sustainment and Development - Award Notice","MINISTRY OF DEFENCE","10/03/2022","960,000","01/04/2022","31/03/2023","CGI IT UK LIMITED","https://www.contractsfinder.service.gov.uk/Notice/f8d84732-3bcd-4f17-9e6e-287c43945599"
"4,418","No matching tender, likely a direct award","THE COMMON SERVICES AGENCY (MORE COMMONLY KNOWN AS NHS NATIONAL SERVICES SCOTLAND) (""NSS"")","10/03/2022","824,361","","","ACCENTURE","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAR391242"
"4,413","No matching tender, likely a direct award","SCOTTISH GOVERNMENT","10/03/2022","3,500,000","","","DELOITTE LLP","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=MAR443134"
"4,172","NP504821b NHS Mail Relay","THE COMMON SERVICES AGENCY (MORE COMMONLY KNOWN AS NHS NATIONAL SERVICES SCOTLAND) (""NSS"")","09/03/2022","","","","ACCENTURE","https://www.find-tender.service.gov.uk/Notice/006416-2022"
"2,676","Contract Award Notice","MINISTRY OF DEFENCE","09/03/2022","24,808","01/03/2022","31/03/2022","PRICEWATERHOUSECOOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/9233e89b-2026-4d99-9f58-4be4c08c44c5"
"2,677","Continuation of Enhanced Reporting","DVSA - DRIVER AND VEHICLE STANDARDS AGENCY","09/03/2022","94,000","14/03/2022","31/05/2022","PWC","https://www.contractsfinder.service.gov.uk/Notice/979a9665-b395-4215-aec4-f2527756b959"
"3,751","No matching tender, likely a direct award","NI WATER AND ITS SUBSIDIARIES","09/03/2022","280,000","","","ACCENTURE PUBLIC LIMITED COMPANY","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAR391082"
"3,752","No matching tender, likely a direct award","THE COMMON SERVICES AGENCY (MORE COMMONLY KNOWN AS NHS NATIONAL SERVICES SCOTLAND) (""NSS"")","09/03/2022","824,361","","","ACCENTURE","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=MAR442938"
"3,753","No matching tender, likely a direct award","THE COMMON SERVICES AGENCY (MORE COMMONLY KNOWN AS NHS NATIONAL SERVICES SCOTLAND) (""NSS"")","09/03/2022","330,000","","","CAPGEMINI","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=MAR442943"
"3,679","No matching tender, likely a direct award","WIRRAL BOROUGH COUNCIL","08/03/2022","","30/12/2021","08/12/2022","CAPITA PROPERTY & INFRASTRUCTURE LTD","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=e8ea75b4-7640-ec11-810e-005056b64545"
"4,852","UKHSA_ICT_UID/COSECCO","SECRETARY OF STATE FOR HEALTH AND SOCIAL CARE ACTING AS PART OF THE CROWN THROUGH UK HEALTH SECURITY AGENCY","08/03/2022","","","","PA CONSULTING SERVICES LIMITED","https://www.find-tender.service.gov.uk/Notice/006309-2022"
"4,855","C1120 – Cyber Assurance Services","NI WATER AND ITS SUBSIDIARIES","08/03/2022","","","","ACCENTURE PUBLIC LIMITED COMPANY","https://www.find-tender.service.gov.uk/Notice/006266-2022"
"2,675","Electronic Monitoring Service IT & Systems Managed Service","MINISTRY OF JUSTICE","08/03/2022","22,000,000","01/03/2022","31/01/2024","G4S CARE AND JUSTICE SERVICES (UK) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/bc827d59-6481-4eda-a25c-2ebe17150347"
"3,374","No matching tender, likely a direct award","NORTH WALES POLICE","07/03/2022","","21/12/2021","21/12/2023","ATOS LIMITED","https://www.blpd.gov.uk/foi/foicontractview.aspx?contractid=51001"
"2,673","Con 2010 Strategic Data Platform","MINISTRY OF JUSTICE","07/03/2022","1,800,000","07/03/2022","06/03/2024","PA CONSULTING","https://www.contractsfinder.service.gov.uk/Notice/e858d867-20e7-4d2f-8aa8-7d3f4516d627"
"2,672","EcoNWL009 Support for Pop. Health Management & Reducing Inequalities Programme","NORTH WEST LONDON CLINICAL COMMISSIONING GROUP","07/03/2022","320,000","07/03/2022","28/03/2022","THE BOSTON CONSULTING GROUP UK LLP","https://www.contractsfinder.service.gov.uk/Notice/f3bab055-da7d-445a-bc7b-89e528082cb2"
"2,674","EcoNWL009 Support for Pop. Health Management & Reducing Inequalities Programme","NORTH WEST LONDON CLINICAL COMMISSIONING GROUP","07/03/2022","320,000","07/03/2022","28/03/2022","THE BOSTON CONSULTING GROUP UK LLP","https://www.contractsfinder.service.gov.uk/Notice/37b69262-7cfd-41e6-91bb-ca6ddf6c4c56"
"3,373","No matching tender, likely a direct award","THE COMMON SERVICES AGENCY (MORE COMMONLY KNOWN AS NHS NATIONAL SERVICES SCOTLAND) (""NSS"")","07/03/2022","110,000","","","KPMG LLP","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=MAR442587"
"3,741","No matching tender, likely a direct award","THE ROYAL BOROUGH OF KINGSTON UPON THAMES","05/03/2022","423,999","","","ERNST & YOUNG LLP","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAR390719"
"3,706","No matching tender, likely a direct award","CUMBRIA COUNTY COUNCIL","04/03/2022","","14/03/2022","20/05/2022","CAPITA PROPERTY & INFRASTRUCTURE LIMITED","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=7d135ad6-3593-ec11-8112-005056b64545"
"4,978","Change Partner for Technology Enabled Care (TEC)","THE ROYAL BOROUGH OF KINGSTON UPON THAMES","04/03/2022","","","","ERNST & YOUNG LLP","https://www.find-tender.service.gov.uk/Notice/005965-2022"
"3,707","No matching tender, likely a direct award","WIRRAL BOROUGH COUNCIL","04/03/2022","","14/09/2020","13/03/2021","PRICE WATERHOUSE COOPER","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=a70d9e4d-199b-ec11-8112-005056b64545"
"2,670","Ofgem 2021-190 L&D design for the C&E Profession","OFGEM","04/03/2022","50,000","07/03/2022","29/06/2022","CAPITA BUSINESS SERVICE LTD","https://www.contractsfinder.service.gov.uk/Notice/9cb51441-12d2-41c1-98e6-37800646e29d"
"2,671","PSF 3 Lot 4 - Direct Call Off re Carbon Calculator","CUMBRIA COUNTY COUNCIL","04/03/2022","25,326","07/03/2022","06/05/2022","CAPITA PROPERTY & INFRASTRUCTURE LIMITED","https://www.contractsfinder.service.gov.uk/Notice/aa5930f2-8c5a-4a6e-9a69-c4e065bd798c"
"2,669","Contract for the Provision of Integrated Care System Development, Value Proposition and Service design Consultancy to NHS South Central and West Commissioning Support Unit","NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT","04/03/2022","220,190","07/03/2022","01/05/2022","DELOITTE PLC","https://www.contractsfinder.service.gov.uk/Notice/80ff19cf-f1ab-4588-90d9-4ce53ebb89c8"
"2,667","Provision of a Strategic Internal Audit Co-Source","OFFICE FOR NATIONAL STATISTICS","03/03/2022","400,000","01/04/2022","31/03/2024","ERNST & YOUNG LLP","https://www.contractsfinder.service.gov.uk/Notice/4b52c158-cf36-4416-be5e-03dcfc6b3929"
"2,668","Mini competition for LUPC lot 2 Security and Reception Services","CATAPULT CELL & GENE THERAPY","03/03/2022","632,987","01/04/2022","31/03/2025","G4S SECURE SOLUTIONS (UK) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/8773e581-4d3c-4312-b66a-cc71dc29fd41"
"2,666","Finance Reset Phase 2","DHSC","03/03/2022","2,100,000","28/02/2022","31/12/2022","PWC LLP1","https://www.contractsfinder.service.gov.uk/Notice/ca15b2d4-05f4-485c-8945-4c150a00f1c0"
"3,651","No matching tender, likely a direct award","SCOTTISH GOVERNMENT","03/03/2022","2,357,429","","","CGI","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=MAR442424"
"2,663","Accounts Audits","HS2","02/03/2022","58,500","04/03/2022","03/03/2023","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/25643dfb-ad9a-494e-af3a-deb5933f69f7"
"2,661","GB-Sheffield: Professional Services Technical Review of Draft Financial Statements","BRITISH BUSINESS BANK PLC","02/03/2022","27,000","03/03/2022","03/06/2022","ERNST & YOUNG LLP","https://www.contractsfinder.service.gov.uk/Notice/5091d9a8-f87f-4d6c-88ca-b056042a1526"
"2,665","CA10079 - Deloitte LLP Procurement process review and assessment for MEH","ADB (UK) LIMITED","02/03/2022","119,000","07/02/2022","01/04/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/d98e01fa-46ab-471f-b415-bd5095ddc742"
"2,664","2021-184 Ofgem Organisational Design and Structure Implementation Support","OFGEM","02/03/2022","250,000","01/03/2022","31/05/2022","PA CONSULTING SERVICES LTD","https://www.contractsfinder.service.gov.uk/Notice/a7fd4fe4-b5d0-4eb7-9399-45c8505f3b1d"
"2,662","21 083 Cash Receipting & Income Management","CHESHIRE EAST COUNCIL","02/03/2022","589,191","01/05/2022","30/04/2027","CAPITA BUSINESS SERVICES LTD","https://www.contractsfinder.service.gov.uk/Notice/fd7700fa-72fd-4123-ac3c-e4cfd5261191"
"3,269","No matching tender, likely a direct award","WEST DUNBARTONSHIRE COUNCIL","02/03/2022","278,573","","","CAPITA IT SERVICES","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=MAR442184"
"3,251","No matching tender, likely a direct award","SKILLS DEVELOPMENT SCOTLAND CO. LIMITED","02/03/2022","1,000,000","","","CAPITA BUSINESS SERVICES LTD","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAR390225"
"4,206","No matching tender, likely a direct award","CUMBRIA COUNTY COUNCIL","01/03/2022","","08/02/2022","31/03/2022","CAPITA PROPERTY & INFRASTRUCTURE LIMITED","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=bb4c9552-777f-ec11-8110-005056b64545"
"5,007","P21-080 Digital Start Fund Year3 Tranche 1","SKILLS DEVELOPMENT SCOTLAND CO. LIMITED","01/03/2022","","","","CAPITA BUSINESS SERVICES LTD","https://www.find-tender.service.gov.uk/Notice/005494-2022"
"2,654","IT Controls Maturity Benchmark Tool Development - EY","NATIONAL AUDIT OFFICE","01/03/2022","18,000","13/03/2022","13/04/2022","ERNST & YOUNG LIMITED","https://www.contractsfinder.service.gov.uk/Notice/0a6e4bab-c35b-4abf-80f3-146e544ca623"
"2,660","Proc679 - Atlas Caseworking - non-Asylum","HOME OFFICE","01/03/2022","38,549,925","01/03/2022","28/02/2025","PA CONSULTING SERVICES LTD","https://www.contractsfinder.service.gov.uk/Notice/c4976f21-88af-432b-8eb4-fc79ff8615a6"
"2,657","FS430852 Cosain - Open Source Research Tool","THE FOOD STANDARDS AGENCY","01/03/2022","29,880","01/03/2022","28/02/2023","CAPITA BUSINESS SERVICES LTD","https://www.contractsfinder.service.gov.uk/Notice/07e17a8c-e84e-4542-a720-0bb68ae4f0a0"
"2,655","Kerbside Management Discovery","DFTC - DEPARTMENT FOR TRANSPORT","01/03/2022","140,000","09/03/2022","13/05/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/2c384f22-e102-4744-8307-0f4d133dd51c"
"2,659","TC145 - Framework for the Provision of Financial Services","MANCHESTER CITY COUNCIL","01/03/2022","6,000,000","02/03/2022","29/02/2024","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/b37fbcf1-a6e1-4484-816c-4707489ab6b1"
"2,656","Digital Leadership Learning Programme 2.0","DEFENCE DIGITAL (ISG)","01/03/2022","774,000","01/03/2022","31/03/2023","THE BOSTON CONSULTING GROUP UK LLP","https://www.contractsfinder.service.gov.uk/Notice/b52eaa49-5275-4f24-a597-6dc90b8aea82"
"2,658","GB-Warrington: UKRI-2052 Hardware Maintenance and Software Support for QLM","UK RESEARCH AND INNOVATION","01/03/2022","35,634","02/04/2022","31/03/2023","ATOS IT SERVICES UK LTD","https://www.contractsfinder.service.gov.uk/Notice/9bd7e190-74a9-48a4-a1e6-7624cbda63b9"
"4,208","No matching tender, likely a direct award","SKILLS DEVELOPMENT SCOTLAND CO. LIMITED","01/03/2022","1,000,000","","","CAPITA BUSINESS SERVICES LTD","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=MAR442027"
"2,649","Application Maintenance and Support Services","FINANCIAL CONDUCT AUTHORITY","28/02/2022","7,142,277","01/05/2022","30/04/2024","SOPRA STERIA LIMITED","https://www.contractsfinder.service.gov.uk/Notice/d0abd3a2-7f20-4b16-a160-be93f6d469f4"
"2,648","Defra E-Commercial Systems","DEFRA NETWORK ETENDERING PORTAL","28/02/2022","2,762,665","01/03/2022","28/02/2027","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/b21f633d-3d67-48df-97b8-d4dbd386982a"
"2,647","2022-025 Ofgem Strategy and Operating Model Support","OFGEM","28/02/2022","208,000","28/02/2022","15/04/2022","PRICEWATERHOUSE COOPERS LLP (PWC)","https://www.contractsfinder.service.gov.uk/Notice/50e4aa50-7bd2-48c4-83b1-c2e8e83461a1"
"2,653","Theory of Change project in support of the National Adoption Strategy","LEEDS CITY COUNCIL","28/02/2022","20,000","01/03/2022","31/05/2022","DELOITTE","https://www.contractsfinder.service.gov.uk/Notice/8fc46b38-7145-42eb-9e53-60a9649407fb"
"2,650","Provision of Process Mining Pilot","CROWN COMMERCIAL SERVICE","28/02/2022","99,525","28/02/2022","31/07/2022","PRICEWATERHOUSECOOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/319cf750-bcd0-42fd-9856-0db618eacc44"
"2,651","Commercialisation of BCP Assets - Detailed Design","BOURNEMOUTH CHRISTCHURCH AND POOLE COUNCIL","28/02/2022","83,000","01/03/2022","30/04/2022","KPMG LLP","https://www.contractsfinder.service.gov.uk/Notice/49158f5d-ac62-45cf-b954-41cccebba36a"
"2,652","HIS Capita Housing","HOMES IN SEDGEMOOR","28/02/2022","135,000","01/03/2022","31/03/2025","CAPITA IT SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/2666daa5-ea48-44f5-8e78-9b96c5e86a55"
"3,756","No matching tender, likely a direct award","NHS AYRSHIRE & ARRAN","28/02/2022","22,881","","","CGI","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=FEB441936"
"3,757","No matching tender, likely a direct award","NHS AYRSHIRE & ARRAN","28/02/2022","116,840","","","CGI","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=FEB441938"
"2,642","FOR INFORMATION PURPOSES ONLY - 11Gp Transformation Discovery Phase - AWARDED VIA G-CLOUD","MINISTRY OF DEFENCE","25/02/2022","68,696","28/02/2022","15/04/2022","CGI IT UK LTD","https://www.contractsfinder.service.gov.uk/Notice/91a07b01-8054-4a68-bcf8-5c5c5cb0d2f3"
"2,644","UK SBS - PS21262 - Provision of Services to Review the Smart Energy Metering Device Cyber Security Assurance","UK SHARED BUSINESS SERVICES LIMITED","25/02/2022","68,000","24/02/2022","31/05/2022","ACCENTURE (UK) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/eb62ed71-34cd-4956-9f4b-465be1535a3b"
"2,646","Provision of E-procurement System Service Desk Support","DFTC - DEPARTMENT FOR TRANSPORT","25/02/2022","120,000","28/02/2022","27/02/2023","ACCENTURE (UK) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/f455c2b6-4ecf-4d05-9842-3c3f3d208c26"
"2,645","FA D&A - Future design of D&A support","NATIONAL AUDIT OFFICE","25/02/2022","42,000","07/03/2022","06/05/2022","ERNST & YOUNG LIMITED","https://www.contractsfinder.service.gov.uk/Notice/e399e918-a0be-4b14-a122-5693674ed646"
"2,643","Management of Planning Applications","BEDFORD BOROUGH COUNCIL","25/02/2022","84,000","01/03/2022","28/02/2023","CAPITA BUSINESS SERVICES LTD","https://www.contractsfinder.service.gov.uk/Notice/14287197-4e36-485b-92f6-447fd6540515"
"2,641","HMRC Container Platform Delivery and Support 2022  - 2023 SR764442961","H M REVENUE & CUSTOMS","25/02/2022","5,000,000","28/03/2022","28/03/2024","CAPGEMINI UK PLC","https://www.contractsfinder.service.gov.uk/Notice/bb516dc1-b434-41fa-a8d7-87f466624702"
"2,639","Provision of Consultancy for ECJU Target Operating Model.","DEPARTMENT FOR INTERNATIONAL TRADE","24/02/2022","195,070","15/02/2022","30/04/2022","PA CONSULTING","https://www.contractsfinder.service.gov.uk/Notice/a3a874d5-b02c-4547-b2d2-7460f4b86dd8"
"2,640","Commodities Forecasting EA","MINISTRY OF DEFENCE","24/02/2022","99,831","24/02/2022","07/04/2022","PA CONSULTING (UK) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/fae0cf94-4132-4c45-a7f5-fa53088864e2"
"2,637","Audit fees","NEWCASTLE UNIVERSITY","24/02/2022","71,000","25/01/2022","26/01/2022","ERNST AND YOUNG LLP","https://www.contractsfinder.service.gov.uk/Notice/b9f8bfd6-ea80-4ebb-aa56-1df64fd67e35"
"2,638","ATS - PWC Service Management support","NATIONAL AUDIT OFFICE","24/02/2022","31,800","09/03/2022","08/04/2022","PRICEWATERHOUSECOOPERS","https://www.contractsfinder.service.gov.uk/Notice/d68295ec-e9a9-4920-818b-5be8c1b8c078"
"2,636","NPS Operations, Maintenance and Modernisation Services","H M REVENUE & CUSTOMS","23/02/2022","70,393,068","23/02/2022","22/02/2027","ACCENTURE (UK) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/4d417ad4-870e-42fd-9281-90167e033fb7"
"2,635","Provision of Consultancy for PFI Contract Management Programme - Contract Variation/Extension","CROWN COMMERCIAL SERVICE","23/02/2022","0","24/02/2022","30/06/2022","DELOITTE","https://www.contractsfinder.service.gov.uk/Notice/d097a027-23fb-40b3-ac37-bd8d6e2f5731"
"2,633","PWC - MCF2 Call-Off Contract Variation","CROWN COMMERCIAL SERVICE","23/02/2022","0","24/02/2022","30/06/2022","PRICE WATERHOUSE COOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/ad2f7c97-ff88-4f1e-bbfe-6b68e9db7df0"
"2,634","Provision of Consultancy for PFI Contract Management Programme - Contract Variation","CROWN COMMERCIAL SERVICE","23/02/2022","0","24/02/2022","30/06/2022","KPMG LLP","https://www.contractsfinder.service.gov.uk/Notice/f2686302-236c-4bd5-bdca-54de5bc0f235"
"2,629","Policy and project development","DEFRA NETWORK ETENDERING PORTAL","22/02/2022","403,385","22/02/2022","01/04/2022","MCKINSEY & CO INC UK","https://www.contractsfinder.service.gov.uk/Notice/6ea0ab6d-0db4-4755-8067-73d78d92f763"
"2,627","Tests and Trials: A Review of Tools and Applications","DEFRA NETWORK ETENDERING PORTAL","22/02/2022","106,905","23/02/2022","24/07/2022","SOPRA STERIA LTD","https://www.contractsfinder.service.gov.uk/Notice/1b5f825a-6fd1-46c4-b432-9b24d7033a08"
"2,628","Support for Mobilisation of AST (Accelerated Service Transformation)","H M REVENUE & CUSTOMS","22/02/2022","1,000,000","28/02/2022","27/08/2022","ERNST & YOUNG LLP","https://www.contractsfinder.service.gov.uk/Notice/59936f54-256f-44dd-bb06-0bca57891085"
"2,631","Tests and Trials: A Review of Tools and Applications","DEFRA NETWORK ETENDERING PORTAL","22/02/2022","120,000","23/02/2022","24/07/2022","SOPRA STERIA LTD","https://www.contractsfinder.service.gov.uk/Notice/5a982b85-b5f5-4724-859a-c49aea3f77eb"
"2,626","Covid 19 Vaccinations Programme - Consultancy Support to the Finance Workstream","NHS ENGLAND","22/02/2022","3,423,031","22/02/2022","30/09/2022","PA CONSULTING SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/1b1434f1-5ab0-4f59-ae19-a45bb828b4d6"
"2,624","Strategic Partner Procurement Work Package 2 and 3","DEFRA NETWORK ETENDERING PORTAL","22/02/2022","750,000","22/02/2022","30/06/2022","KPMG","https://www.contractsfinder.service.gov.uk/Notice/01844f81-16b6-43a5-80ad-de764f8bc547"
"2,625","Covid 19 Vaccinations Programme - Consultancy Support to the Finance Workstream","NHS ENGLAND","22/02/2022","3,547,638","22/02/2022","30/09/2022","PA CONSULTING SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/aed73529-9e3f-4ec8-abba-8f393a16aae8"
"2,632","NHS Digital Productivity_Robotic Process Automation","NHS ENGLAND","22/02/2022","75,800","01/11/2021","31/01/2022","ATOS","https://www.contractsfinder.service.gov.uk/Notice/13061afd-b609-4d6e-ae14-cf1f9499d5ca"
