"incremental_id","tender_title","buyer","award_date","award_value","contract_start","contract_end","supplier","source_url"
"5,100","Supply of O18 Water","NHS GREATER GLASGOW AND CLYDE","02/02/2022","","","","SERCON LTD","https://www.find-tender.service.gov.uk/Notice/003008-2022"
"2,544","Review of the financial resilience of a water company","WATER SERVICES REGULATION AUTHORITY","02/02/2022","100,000","08/02/2022","31/03/2023","PRICEWATERHOUSECOOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/320d1201-7604-40d1-9cf2-2c415e8083fb"
"2,545","IT Audit - Specialist support for IT Audit engagements","NATIONAL AUDIT OFFICE","02/02/2022","70,080","21/02/2022","20/06/2022","ERNST & YOUNG LIMITED","https://www.contractsfinder.service.gov.uk/Notice/8a607a56-e678-49d1-812b-6477a56cbd2c"
"2,546","TEN-2122-021 Financing Consultancy Services","NATIONAL EMPLOYMENT SAVINGS TRUST (NEST)","02/02/2022","100,000","14/04/2022","13/04/2023","PWC LLP","https://www.contractsfinder.service.gov.uk/Notice/b71bd580-8be0-4f3e-bbf8-6948724a0a8a"
"2,548","Corporate Financial Governance and Policy Review","BRITISH TRANSPORT POLICE","02/02/2022","96,000","03/02/2021","02/05/2022","DELOITTE","https://www.contractsfinder.service.gov.uk/Notice/95de14a1-b4e5-46c9-9acd-d5dde81e23bd"
"2,547","Provision of Paramedic Training - Level 6","MINISTRY OF DEFENCE","02/02/2022","3,026,011","02/02/2022","31/01/2027","CAPITA BUSINESS SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/5d470cd9-f933-4b57-8a55-e1717e9b2ac5"
"3,577","No matching tender, likely a direct award","NHS GREATER GLASGOW AND CLYDE","02/02/2022","170,450","","","SERCON LTD","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=FEB439478"
"3,576","No matching tender, likely a direct award","SCOTTISH GOVERNMENT","02/02/2022","120,000","","","ATOS UK LTD","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=FEB439469"
"3,287","No matching tender, likely a direct award","BOURNEMOUTH CHRISTCHURCH AND POOLE COUNCIL","01/02/2022","","04/01/2022","03/01/2024","KPMG LLP","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=6bfc756e-6983-ec11-8110-005056b64545"
"2,540","EUC Retender Project Management","THE FINANCIAL CONDUCT AUTHORITY","01/02/2022","296,400","14/02/2022","30/06/2022","DELOITTE","https://www.contractsfinder.service.gov.uk/Notice/135f2b04-059e-4f53-b63d-18c4101e4f63"
"2,543","Prison Operator Services - HMP Fosse Way","MINISTRY OF JUSTICE","01/02/2022","297,000,000","15/02/2022","30/04/2033","SERCO LIMITED","https://www.contractsfinder.service.gov.uk/Notice/914d5935-757e-416c-86a4-613a3f672221"
"2,541","UKSBS - PS21272 - How Can Innovation Adoption and Diffusion Be Improved in the UK","UK SHARED BUSINESS SERVICES LIMITED","01/02/2022","94,355","07/02/2022","30/03/2022","PA CONSULTING SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/4291299a-bb7b-40d1-aa45-b52961755f93"
"2,537","Data Governance Roles and Responsibilities","DEPARTMENT FOR BUSINESS, ENERGY & INDUSTRIAL STRATEGY","01/02/2022","100,000","01/02/2022","31/03/2022","ERNST & YOUNG LLP","https://www.contractsfinder.service.gov.uk/Notice/9b7221e7-1ba9-4b2c-aa76-5c45a907c4f5"
"2,539","Academy Support and Maintenance 2022/2023","LONDON BOROUGH OF HACKNEY","01/02/2022","170,225","01/04/2022","31/03/2023","CAPITA","https://www.contractsfinder.service.gov.uk/Notice/189c701c-db5d-4623-b625-117cd7b4edd5"
"2,536","CA9373 - PR7509 Provision of Financial Model Assurance Services","MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST","01/02/2022","45,000","22/12/2021","21/05/2022","KPMG","https://www.contractsfinder.service.gov.uk/Notice/e4551acf-53dc-4634-bc23-445e72aa9eb9"
"2,542","ELC IPA Support","DEFRA NETWORK ETENDERING PORTAL","01/02/2022","56,695","28/02/2022","30/09/2022","CAPITA BLACK AND VEATCH","https://www.contractsfinder.service.gov.uk/Notice/48065c1a-3ce8-4e6c-a630-354b9971fb2b"
"2,538","DDaT Central Delivery Partner Services","ATAMIS LTD","01/02/2022","30,000,000","01/02/2022","31/01/2024","PA CONSULTING SERVICES LTD","https://www.contractsfinder.service.gov.uk/Notice/c71fd2ed-58c9-4acc-bcf8-0092674bb9a4"
"4,209","No matching tender, likely a direct award","HARROW COUNCIL","31/01/2022","","01/08/2021","31/07/2023","CAPITA RESOURCES LIMITED","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=62424875-ab82-ec11-8110-005056b64545"
"2,530","Direct Award for Internal Audit","LLW REPOSITORY LIMITED","31/01/2022","80,000","01/02/2022","31/10/2022","KPMG LLP","https://www.contractsfinder.service.gov.uk/Notice/3f19f854-3055-4a51-9c20-df9f316be9f2"
"2,532","Customer Relationship Management Solution DBS","DISCLOSURE AND BARRING SERVICE","31/01/2022","181,191","21/02/2022","20/02/2024","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/e12172f3-10b7-4317-82bb-e9881c740595"
"2,528","Lead Employer Expansion Scoping Project","HEE","31/01/2022","98,825","31/01/2022","07/04/2022","KPMG LLP","https://www.contractsfinder.service.gov.uk/Notice/fd00ec30-2360-49d4-bad5-07879f577fce"
"2,527","Alliance Robotic Process Automation","SOUTH WEST POLICE PROCUREMENT SERVICES","31/01/2022","401,000","31/01/2022","30/01/2023","IBM UNITED KINGDOM LIMITED","https://www.contractsfinder.service.gov.uk/Notice/0daea934-52d8-416f-8453-a282514f80fd"
"2,534","Consultant Support for Contract Clause Review","MINISTRY OF JUSTICE","31/01/2022","119,580","31/01/2022","25/02/2022","ERNST & YOUNG","https://www.contractsfinder.service.gov.uk/Notice/ec1c76c6-82ed-45d4-9baf-1725daeef200"
"2,529","CQRS type 2 Audit","NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT","31/01/2022","90,000","01/02/2022","29/04/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/9f842c7d-32b1-45e8-b80f-ab4b3a331587"
"2,533","Locality Model Framework","KENT COUNTY COUNCIL","31/01/2022","465,000","01/02/2022","18/05/2022","PWC","https://www.contractsfinder.service.gov.uk/Notice/a7954eb0-f797-4339-9f3f-816dc19b421c"
"2,531","DaaS Telemetry Discovery","DEPARTMENT FOR WORK AND PENSIONS","31/01/2022","298,200","31/01/2022","31/03/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/06f55095-f58e-497b-aa42-341ce33b6310"
"2,535","DHSC: NHSQSAT GP Indemnity Corporate Finance","DEPARTMENT OF HEALTH AND SOCIAL CARE (DHSC)","31/01/2022","500,000","01/02/2022","31/01/2023","PWC","https://www.contractsfinder.service.gov.uk/Notice/73ea87de-ba29-4ce7-aaf9-9ecaaa3b9341"
"4,419","No matching tender, likely a direct award","FESTIVAL 2022 LIMITED","30/01/2022","1,222,554","","","KPMG LLP","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JAN386888"
"4,048","Evaluation & Research Services","THE ORGANISING COMMITTEE FOR THE 2022 BIRMINGHAM COMMONWEALTH GAMES LTD","29/01/2022","","","","KPMG LLP","https://www.find-tender.service.gov.uk/Notice/002628-2022"
"3,559","No matching tender, likely a direct award","SOLENT UNIVERSITY","29/01/2022","1,670,000","","","SERCO LTD","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JAN386801"
"5,101","Provision of Practical Fire Instruction and Technical Support","SOLENT UNIVERSITY","28/01/2022","","","","SERCO LTD","https://www.find-tender.service.gov.uk/Notice/002527-2022"
"2,526","FBC for ERP Futures Programme","SOUTH WEST POLICE PROCUREMENT SERVICES","28/01/2022","500,000","31/01/2022","30/01/2023","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/fd47fb1f-b203-4fc6-8735-be3fd7cfb1e5"
"2,523","Methodologies for Measuring Outcome Delivery Incentive Risk","O F W A T","28/01/2022","49,808","28/01/2022","31/03/2022","PRICE WATERHOUSE COOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/1cee509f-bf9a-4432-955c-a3e2ef1f69c2"
"2,525","Dstl Digital Extend to Disaggregate","DEFENCE SCIENCE AND TECHNOLOGY LABORATORY","28/01/2022","66,672,219","01/04/2022","30/11/2025","SOPRA STERIA LIMITED","https://www.contractsfinder.service.gov.uk/Notice/8d50b8e2-5d64-4fbc-a29e-b0a6875cc1f2"
"2,524","HPC and DC analytics for Load Sharing Facility","GENOMICS ENGLAND LIMITED","28/01/2022","48,684","01/04/2022","01/04/2022","IBM LIMITED","https://www.contractsfinder.service.gov.uk/Notice/f8501e56-24ba-4ffe-bfb1-2979069f40ce"
"3,461","Project KARKINOS ADEWS/099","MINISTRY OF DEFENCE","28/01/2022","42,000,000","","","SERCO LTD","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JAN386755"
"4,004","No matching tender, likely a direct award","CHESHIRE CONSTABULARY","27/01/2022","","26/01/2022","26/05/2023","CGI IT UK LIMITED","https://www.blpd.gov.uk/foi/foicontractview.aspx?contractid=50649"
"4,615","Project KARKINOS ADEWS/099","MINISTRY OF DEFENCE","27/01/2022","","","","SERCO LTD","https://www.find-tender.service.gov.uk/Notice/002484-2022"
"2,519","Fire School Training","SOUTHAMPTON SOLENT UNIVERSITY","27/01/2022","2,000,000","01/02/2022","31/01/2027","SERCO LIMITED","https://www.contractsfinder.service.gov.uk/Notice/c43ef8b7-ff0e-46ba-8082-0bd79d20f0b0"
"2,520","Customer vision and design principles discovery","DEFRA NETWORK ETENDERING PORTAL","27/01/2022","82,850","31/01/2022","31/03/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/8eda59d1-5973-4318-b575-21f95e08064b"
"2,522","Discovery Stage - Microsoft Dynamics","SOMERSET COUNTY COUNCIL","27/01/2022","50,000","28/01/2022","02/05/2022","ERNST AND YOUNG UK","https://www.contractsfinder.service.gov.uk/Notice/be5dcee2-a1b8-4fec-9325-17623e2b87be"
"2,521","2021-22 Net Zero (Climate Emergency) Audit","WOKINGHAM BOROUGH COUNCIL","27/01/2022","13,500","28/01/2022","31/01/2022","PRICEWATERHOUSECOOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/3fcfb145-4652-4c07-a878-4ee56b2701ab"
"4,001","No matching tender, likely a direct award","DEPARTMENT FOR TRANSPORT","27/01/2022","711,990","","","PA CONSULTING SERVICES LIMITED","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JAN386608"
"4,002","Project CERBERUS - SACC/00003","MINISTRY OF DEFENCE, IBOC, SITUATIONAL AWARENESS COMMAND AND CONTROL (SACC) DELIVERY TEAM","27/01/2022","750,000","","","IBM UNITED KINGDOM LIMITED","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JAN386609"
"4,140","Project CERBERUS - SACC/00003","MINISTRY OF DEFENCE, IBOC, SITUATIONAL AWARENESS COMMAND AND CONTROL (SACC) DELIVERY TEAM","26/01/2022","","","","IBM UNITED KINGDOM LIMITED","https://www.find-tender.service.gov.uk/Notice/002366-2022"
"4,317","Maritime Security Advancements","DEPARTMENT FOR TRANSPORT","26/01/2022","","","","PA CONSULTING SERVICES LIMITED","https://www.find-tender.service.gov.uk/Notice/002365-2022"
"4,316","Maritime Security Advancements","DEPARTMENT FOR TRANSPORT","26/01/2022","","","","PA CONSULTING SERVICES LIMITED","https://www.find-tender.service.gov.uk/Notice/002365-2022"
"4,315","Maritime Security Advancements","DEPARTMENT FOR TRANSPORT","26/01/2022","","","","PA CONSULTING SERVICES LIMITED","https://www.find-tender.service.gov.uk/Notice/002365-2022"
"2,516","Cavell Centres Programme","NHSEI","26/01/2022","342,140","04/01/2022","31/12/2022","KPMG","https://www.contractsfinder.service.gov.uk/Notice/2c941764-c64c-4642-84ad-e3b429b45b95"
"2,518","UKHSA Data Platform Transformation Delivery Partner EDAP","UK HEALTH SECURITY AGENCY","26/01/2022","3,795,900","20/12/2021","19/12/2025","IBM UNITED KINGDOM LIMITED","https://www.contractsfinder.service.gov.uk/Notice/037774c4-3d3f-47cf-94a4-bcf5abfe2317"
"2,515","Jobstart data review","DEPARTMENT FOR WORK AND PENSIONS","26/01/2022","2,563,978","26/01/2022","30/04/2022","DELOITTE","https://www.contractsfinder.service.gov.uk/Notice/b45d57b9-ed72-4cc8-b1a0-89ce1c360211"
"2,517","Cavell Centres Programme","NHSEI","26/01/2022","342,140","04/01/2022","31/12/2022","KPMG","https://www.contractsfinder.service.gov.uk/Notice/5810e8d0-b3fe-4dab-b625-f829f508c24f"
"4,393","No matching tender, likely a direct award","DEPARTMENT OF FINANCE","26/01/2022","100,000,000","","","SERCO LTD","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JAN386371"
"4,394","No matching tender, likely a direct award","GATESHEAD COUNCIL","26/01/2022","293,818","","","CAPITA BUSINESS SERVICES LIMITED","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JAN386349"
"5,144","No matching tender, likely a direct award","GATESHEAD COUNCIL","25/01/2022","","14/01/2022","13/01/2025","CAPITA BUSINESS SERVICES LIMITED","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=867e6eee-41d0-eb11-810c-005056b64545"
"4,481","Finance & Income Management System","TEIGNBRIDGE DISTRICT COUNCIL","25/01/2022","","","","CAPITA BUSINESS SERVICES LIMITED","https://www.find-tender.service.gov.uk/Notice/002236-2022"
"5,111","DoF - Digital NI - Contact Centre Services for Government","DEPARTMENT OF FINANCE","25/01/2022","","","","SERCO LTD","https://www.find-tender.service.gov.uk/Notice/002124-2022"
"5,112","Contract for PCI Secure Telephone Payments Solution","GATESHEAD COUNCIL","25/01/2022","","","","CAPITA BUSINESS SERVICES LIMITED","https://www.find-tender.service.gov.uk/Notice/002102-2022"
"2,512","2022-008 Response to Energy Market Situation - Building Capability","OFGEM","25/01/2022","424,800","26/01/2022","31/05/2022","ERNST & YOUNG","https://www.contractsfinder.service.gov.uk/Notice/4d320e62-091c-4734-bbe1-c41e152298bd"
"2,513","COVID 19 VACCINATION PROGRAMME - CONSULTANCY SUPPORT TO THE INFORMATION CELL","NHS ENGLAND","25/01/2022","10,575,605","25/01/2022","30/09/2022","PA CONSULTING SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/d1ecbbf1-3764-461a-bf9a-1611a164e193"
"2,511","COVID 19 VACCINATION PROGRAMME - CONSULTANCY SUPPORT TO THE INFORMATION CELL","NHS ENGLAND","25/01/2022","10,575,605","25/01/2022","30/09/2022","PA CONSULTING SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/c5524c28-0c57-4b25-a67e-d02679f7ad8b"
"2,510","COVID 19 VACCINATION PROGRAMME - CONSULTANCY SUPPORT TO THE INFORMATION CELL","NHS ENGLAND","25/01/2022","10,575,605","25/01/2022","30/09/2022","PA CONSULTING SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/049a697c-006b-4db0-8301-3c8174e7005b"
"2,514","Life Sciences Sector Report","DEPARTMENT FOR INTERNATIONAL TRADE","25/01/2022","99,264","25/01/2022","28/02/2022","PA CONSULTING GROUP HOLDINGS LIMITED","https://www.contractsfinder.service.gov.uk/Notice/044b44f5-890a-4cbe-89fa-0d4ce12b6491"
"2,509","COVID 19 VACCINATION PROGRAMME - CONSULTANCY SUPPORT TO THE INFORMATION CELL","NHS ENGLAND","25/01/2022","10,575,605","25/01/2022","30/09/2022","PA CONSULTING SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/50e79a31-4880-47de-beb7-4ee381ab767f"
"5,143","No matching tender, likely a direct award","DEFRA NETWORK ETENDERING PORTAL","25/01/2022","199,798","","","PA CONSULTING LTD","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JAN386318"
"5,113","NCF: Programme Monitoring & Evaluation _ Design","DEFRA NETWORK ETENDERING PORTAL","24/01/2022","","","","PA CONSULTING LTD","https://www.find-tender.service.gov.uk/Notice/002099-2022"
"3,774","2164 UKHSA Data Privacy Capability Build","SECRETARY OF STATE FOR HEALTH AND SOCIAL CARE ACTING AS PART OF THE CROWN THROUGH UK HEALTH SECURITY AGENCY","24/01/2022","","","","PA CONSULTING SERVICES LIMITED","https://www.find-tender.service.gov.uk/Notice/002027-2022"
"2,508","Review of Inspection Scheduling","OFSTED","24/01/2022","88,560","25/01/2022","31/03/2022","DELOITTE","https://www.contractsfinder.service.gov.uk/Notice/759f7ad4-e3b1-4b71-b6f7-eb9d61831d55"
"2,504","EY Review Consultancy","OFSTED","24/01/2022","195,200","25/01/2022","31/03/2022","DELOITTE","https://www.contractsfinder.service.gov.uk/Notice/b116069c-557c-4982-a717-05b3ae813492"
"2,506","External Board Review for Land Registry","HM LAND REGISTRY","24/01/2022","51,870","26/01/2022","31/03/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/a8fcefb7-fe33-4eec-b66d-a4d1abb4fc50"
"2,505","DDaT21542 Innovate UK Data Analytics Dashboard (Phase 2)","UK SHARED BUSINESS SERVICES LIMITED","24/01/2022","169,950","24/01/2022","03/06/2022","PRICE WATERHOUSE COOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/6ff3c4da-e23c-4689-b72c-bc6340433c0a"
"2,507","Intelligent Automation Assessment Development","HOME OFFICE","24/01/2022","162,000","07/02/2022","18/04/2022","ERNST AND YOUNG LLP","https://www.contractsfinder.service.gov.uk/Notice/316f66a9-37c0-41fc-ab48-ffcfe89f3e86"
"2,502","Learning and Development","FOREIGN, COMMONWEALTH AND DEVELOPMENT OFFICE","23/01/2022","10,962","24/01/2022","16/04/2024","CSL - KPMG LLP","https://www.contractsfinder.service.gov.uk/Notice/015b9b73-915c-41f5-b983-23ad2cc73a2f"
"2,503","HRA Research Systems Programme Design  Outputs & Re-evaluation of Pega Platform","HEALTH RESEARCH AUTHORITY","23/01/2022","450,000","24/01/2022","23/07/2022","PA CONSULTING SERVICES LIMITED (UK)","https://www.contractsfinder.service.gov.uk/Notice/5ff17553-0fad-4875-b93c-795ac7ba26c0"
"2,501","STW Programme Strategic Product Owner and data services","H M REVENUE & CUSTOMS","22/01/2022","495,000","31/01/2022","19/07/2022","DELOITTE & TOUCHE HOLDINGS LIMITED","https://www.contractsfinder.service.gov.uk/Notice/377cecf9-df50-4e1b-8b75-3cf8504ce3ee"
"4,410","No matching tender, likely a direct award","DEPARTMENT FOR TRANSPORT","22/01/2022","12,000,000","","","PA CONSULTING SERVICES LIMITED","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JAN386132"
"5,115","National Security Science and Research Programme","DEPARTMENT FOR TRANSPORT","21/01/2022","","","","PA CONSULTING SERVICES LIMITED","https://www.find-tender.service.gov.uk/Notice/001937-2022"
"2,498","NWL: NHS North West London Strategy and Transition Support","NORTH WEST LONDON CLINICAL COMMISSIONING GROUP","21/01/2022","381,057","04/01/2022","31/03/2022","PA CONSULTING SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/45092e41-de4c-45ec-83a4-9f8a5d255aa6"
"2,499","Change Management Support","THE UNIVERSITY OF LEEDS","21/01/2022","143,000","01/02/2022","31/03/2022","KPMG AUDIT PLC","https://www.contractsfinder.service.gov.uk/Notice/c7175f02-dd56-46e0-b739-53613f1ca8d6"
"2,497","TROO0325-Cost Sprint for Transpennine Route Upgrade","DFTC - DEPARTMENT FOR TRANSPORT","21/01/2022","224,100","24/01/2022","14/02/2022","MCKINSEY & COMPANY, INC UNITED KINGDOM","https://www.contractsfinder.service.gov.uk/Notice/85a6fd95-0034-4b7c-bd1c-ff0f6910aa0b"
"2,494","Strategic Review of Industrial Reporting","DEFRA NETWORK ETENDERING PORTAL","21/01/2022","99,975","25/01/2022","11/03/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/47dec152-1f1c-44c0-b100-5afce0f5d14b"
"2,500","702355452 - Development of a Supply Chain Sub Strategy - Contract Award Notice","MINISTRY OF DEFENCE","21/01/2022","159,841","21/01/2022","21/04/2022","DELOITTE","https://www.contractsfinder.service.gov.uk/Notice/5b5528aa-b166-48ea-93f8-990a393b41c3"
"2,493","Provision of REME Skills Review","ARMY COMMERCIAL","21/01/2022","189,600","24/01/2022","31/03/2022","ERNST & YOUNG","https://www.contractsfinder.service.gov.uk/Notice/43cf6d72-a654-443e-85ce-9341ecf5ebf1"
"2,492","I2 'Access for all' Analysis Software","LANCASHIRE CONSTABULARY","21/01/2022","246,341","01/04/2022","31/03/2025","IBM LIMITED","https://www.contractsfinder.service.gov.uk/Notice/65e2ac97-cfae-4c82-bd0a-0bc2a06c7abf"
"2,496","Developing a communications and knowledge exchange plan for the MMO's Evidence and Evaluation (E&E) team","DEFRA NETWORK ETENDERING PORTAL","21/01/2022","82,565","24/01/2022","11/03/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/5aa2be3b-040d-4822-9a1b-a07fd265ae53"
"2,495","Strategic Consultancy Support for Forest Services","DEFRA NETWORK ETENDERING PORTAL","21/01/2022","99,450","24/01/2022","31/03/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/524fb31c-64c7-4371-9ce5-5c9868f16356"
"5,503","No matching tender, likely a direct award","THE UNIVERSITY OF WESTMINSTER","21/01/2022","400,000","","","KPMG","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JAN385956"
"3,271","No matching tender, likely a direct award","SUFFOLK CONSTABULARY","20/01/2022","","01/02/2010","30/09/2022","SOPRA STERIA LTD","https://www.blpd.gov.uk/foi/foicontractview.aspx?contractid=50592"
"4,603","External Audit Services","THE UNIVERSITY OF WESTMINSTER","20/01/2022","","","","KPMG","https://www.find-tender.service.gov.uk/Notice/001755-2022"
"2,490","Digital Test Services","NHS DIGITAL","20/01/2022","30,000,000","13/12/2021","12/01/2024","ACCENTURE (UK) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/0ca4d87b-67e8-44ab-88d5-cf2b9866ea24"
