"incremental_id","tender_title","buyer","award_date","award_value","contract_start","contract_end","supplier","source_url"
"3,055","Digital Engagement — Student Recruitment Experience","THE UNIVERSITY OF NOTTINGHAM","18/07/2022","7,526,470","","","ACCENTURE (UK) LTD","https://ted.europa.eu/udl?uri=TED:NOTICE:390782-2022:TEXT:EN:HTML"
"4,415","No matching tender, likely a direct award","SCOTTISH POLICE AUTHORITY","18/07/2022","475,000","","","ERNST & YOUNG","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=JUL454150"
"4,416","No matching tender, likely a direct award","SCOTTISH POLICE AUTHORITY","18/07/2022","379,690","","","CAPGEMINI","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=JUL454152"
"4,150","No matching tender, likely a direct award","WIRRAL BOROUGH COUNCIL","15/07/2022","","22/06/2022","31/10/2022","DELOITTE","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=1f54619c-2004-ed11-8116-005056b64545"
"3,054","Award of DfT GCD-CRM Process and Systems Implementation","DFTC - DEPARTMENT FOR TRANSPORT","15/07/2022","100,000","01/07/2022","30/08/2022","PA CONSULTING SERVICE LIMITED","https://www.contractsfinder.service.gov.uk/Notice/04a5e283-73a8-4446-8965-93356336bdf4"
"4,160","No matching tender, likely a direct award","GENOMICS ENGLAND LIMITED","15/07/2022","750,000","","","IBM GROUP","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JUL404832"
"4,159","No matching tender, likely a direct award","DEPARTMENT FOR WORK AND PENSIONS","15/07/2022","218,000","","","DELOITTE LLP LTD","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JUL404815"
"4,350","Architecture services - partner","GENOMICS ENGLAND LIMITED","14/07/2022","","","","IBM GROUP","https://www.find-tender.service.gov.uk/Notice/019285-2022"
"4,347","Security Incident Response Partner","DEPARTMENT FOR WORK AND PENSIONS","14/07/2022","","","","DELOITTE LLP LTD","https://www.find-tender.service.gov.uk/Notice/019264-2022"
"3,053","Security Incident Response Partner","DEPARTMENT FOR WORK AND PENSIONS","14/07/2022","218,000","01/08/2022","31/07/2024","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/3e9829b6-bf21-4147-a060-c9fffd98857e"
"3,051","Resource: Skilled Person Review","THE FINANCIAL CONDUCT AUTHORITY","14/07/2022","171,000","01/08/2022","12/10/2022","KPMG LLP","https://www.contractsfinder.service.gov.uk/Notice/23fea1a8-fd5a-48c6-a4ea-3e9d1e07ab34"
"3,052","MI and Data Partner Services (BC4H)","NHS DIGITAL","14/07/2022","3,000,000","18/07/2022","31/03/2025","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/42ae3851-0fda-46f7-9224-f153c32c68c0"
"4,345","No matching tender, likely a direct award","THE COMMON SERVICES AGENCY (MORE COMMONLY KNOWN AS NHS NATIONAL SERVICES SCOTLAND) (""NSS"")","14/07/2022","156,000","","","DXC TECHNOLOGY","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JUL404701"
"4,348","Net Zero Innovation Portfolio – Green Home Finance Accelerator: Delivery Support Contract - Full Programme Management Services","DEPARTMENT FOR BUSINESS, ENERGY & INDUSTRIAL STRATEGY","13/07/2022","","","","PRICEWATERHOUSECOOPERS LLP","https://www.find-tender.service.gov.uk/Notice/019220-2022"
"4,323","Professional Services for P&CFS Digital Enablement Programme","THE COMMON SERVICES AGENCY (MORE COMMONLY KNOWN AS NHS NATIONAL SERVICES SCOTLAND) (""NSS"")","13/07/2022","","","","DXC TECHNOLOGY","https://www.find-tender.service.gov.uk/Notice/019151-2022"
"3,049","Provision of Cyber Security Risk Management Services","CROWN COMMERCIAL SERVICE","13/07/2022","150,000","18/07/2022","17/09/2022","PWC (UK) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/7878b6ab-cc2e-4b03-8509-ea40785bac45"
"3,050","Contract Extension for the provision of consultancy services","NHS SUPPLY CHAIN COORDINATION","13/07/2022","191,154","01/07/2022","31/08/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/27b48f06-aa86-49a3-b117-33e0c409fcdf"
"4,325","No matching tender, likely a direct award","SOUTH AYRSHIRE COUNCIL","13/07/2022","23,636","","","G4S CASH SOLUTIONS (UK)","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=JUL453862"
"4,324","No matching tender, likely a direct award","THE COMMON SERVICES AGENCY (MORE COMMONLY KNOWN AS NHS NATIONAL SERVICES SCOTLAND) (""NSS"")","13/07/2022","156,000","","","DXC TECHNOLOGY","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=JUL453831"
"3,044","Software License","MET OFFICE","12/07/2022","835,281","12/07/2022","30/08/2023","DXC TECHNOLOGY","https://www.contractsfinder.service.gov.uk/Notice/af36f296-b97f-4bb4-a341-ded517a5561a"
"3,047","Azure Stack Hub (ASH) Integration and Development (ID)","MINISTRY OF DEFENCE","12/07/2022","4,111,974","12/07/2022","12/07/2023","CGI IT UK LIMITED","https://www.contractsfinder.service.gov.uk/Notice/c397a431-8de8-4c92-a864-f5aabc8a160e"
"3,048","Second Iteration of the Digital Strategy for Defence","DEFENCE DIGITAL (ISG)","12/07/2022","319,999","12/07/2022","30/09/2022","KPMG LLP","https://www.contractsfinder.service.gov.uk/Notice/7fea837c-f6df-4b1f-bf36-58fd494a875c"
"3,045","Introduction to IP in Government","INTELLECTUAL PROPERTY OFFICE","12/07/2022","43,568","18/07/2022","31/07/2023","KPMG LLP (CSL)","https://www.contractsfinder.service.gov.uk/Notice/8f7482f4-11dd-43b4-836d-40e8ff0c7530"
"3,046","Software License","MET OFFICE","12/07/2022","52,438","12/07/2022","30/06/2023","IBM UNITED KINGDOM LIMITED","https://www.contractsfinder.service.gov.uk/Notice/214f9ab4-0a6b-43e3-89a4-695804885e7e"
"4,255","No matching tender, likely a direct award","UNIVERSITY OF SHEFFIELD","12/07/2022","1,750,000","","","KPMG LLP","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JUL404465"
"4,253","CON-20-115 Consultancy & Skilled Persons Framework","MONEY & PENSIONS SERVICE","11/07/2022","","","","ACCENTURE","https://www.find-tender.service.gov.uk/Notice/018896-2022"
"4,250","CON-20-115 Consultancy & Skilled Persons Framework","MONEY & PENSIONS SERVICE","11/07/2022","","","","PA CONSULTING SERVICES LIMITED","https://www.find-tender.service.gov.uk/Notice/018896-2022"
"4,251","CON-20-115 Consultancy & Skilled Persons Framework","MONEY & PENSIONS SERVICE","11/07/2022","","","","ACCENTURE","https://www.find-tender.service.gov.uk/Notice/018896-2022"
"4,249","CON-20-115 Consultancy & Skilled Persons Framework","MONEY & PENSIONS SERVICE","11/07/2022","","","","KPMG LLP","https://www.find-tender.service.gov.uk/Notice/018896-2022"
"4,252","CON-20-115 Consultancy & Skilled Persons Framework","MONEY & PENSIONS SERVICE","11/07/2022","","","","ACCENTURE","https://www.find-tender.service.gov.uk/Notice/018896-2022"
"4,254","CON-20-115 Consultancy & Skilled Persons Framework","MONEY & PENSIONS SERVICE","11/07/2022","","","","ACCENTURE","https://www.find-tender.service.gov.uk/Notice/018896-2022"
"4,367","3111/LM – External Audit Services for The University Of Sheffield","UNIVERSITY OF SHEFFIELD","11/07/2022","","","","KPMG LLP","https://www.find-tender.service.gov.uk/Notice/018890-2022"
"3,042","Cash Collection Services at English Heritage Properties 2022 - AWARD","ENGLISH HERITAGE-NATIONAL COLLECTIONS: HISTORIC PROPERTIES","11/07/2022","406,631","01/07/2022","31/03/2026","G4S CASH SOLUTIONS","https://www.contractsfinder.service.gov.uk/Notice/9d2cb25f-c85a-4031-880e-76326f3075b1"
"3,043","Security Operations Centre Procurement Support","GENOMICS ENGLAND LIMITED","11/07/2022","52,750","12/07/2022","29/07/2022","KPMG LLP","https://www.contractsfinder.service.gov.uk/Notice/76eedbb9-3381-4a2c-b6bd-33439da4d2ba"
"4,272","No matching tender, likely a direct award","SURREY POLICE","08/07/2022","","28/06/2022","27/06/2024","PA CONSULTING SERVICES LIMITED","https://www.blpd.gov.uk/foi/foicontractview.aspx?contractid=52118"
"4,385","Total Facilities Management 2022 Framework","NHS LONDON PROCUREMENT PARTNERSHIP (HOSTED BY GUY'S AND ST THOMAS' NHS FT)","08/07/2022","","","","G4S FACILITIES MANAGEMENT (UK) LIMITIED","https://www.find-tender.service.gov.uk/Notice/018700-2022"
"4,384","Total Facilities Management 2022 Framework","NHS LONDON PROCUREMENT PARTNERSHIP (HOSTED BY GUY'S AND ST THOMAS' NHS FT)","08/07/2022","","","","SERCO LTD","https://www.find-tender.service.gov.uk/Notice/018700-2022"
"3,039","Financial Analyst","THE FINANCIAL CONDUCT AUTHORITY","08/07/2022","70,000","18/07/2022","23/09/2022","PA CONSULTING (UK) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/fe7be8d6-6860-4932-b636-3b51e7f16a32"
"3,038","North of Tyne Combined Authority and North East LEP Wave 3 Skills Bootcamp","NORTH TYNESIDE COUNCIL","08/07/2022","7,400,000","11/07/2022","31/03/2023","CAPITA BUSINESS SERVICES LTD","https://www.contractsfinder.service.gov.uk/Notice/10098236-d387-4492-943f-327f804b6ef1"
"3,040","The Provision of Permanent Recruitment for The Home Office - Work Area 1 General Recruitment - Administrative & Operational Roles","CROWN COMMERCIAL SERVICE","08/07/2022","2,000,000","19/07/2022","18/07/2023","CAPITA RESOURCING LIMITED","https://www.contractsfinder.service.gov.uk/Notice/8597e129-6d14-4b62-a44f-5afca9d8f0d6"
"3,041","Solent NHS Trust ICT Future Operating Model - Microsoft Solutions","SOLENT NHS TRUST","08/07/2022","6,430,032","28/12/2022","27/12/2025","ATOS IT SERVICES UK LIMITED","https://www.contractsfinder.service.gov.uk/Notice/74bfa22d-b232-45b8-b3f8-a96bb26f70ee"
"4,191","No matching tender, likely a direct award","SEDGEMOOR DISTRICT COUNCIL AND HOMES IN SEDGEMOOR","07/07/2022","","01/03/2022","31/03/2025","CAPITA IT SERVICES LIMITED","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=f7a0ecc8-fefd-ec11-8116-005056b64545"
"3,037","Digital Excellence Additional Support","NATIONAL HIGHWAYS LIMITED","07/07/2022","298,335","11/07/2022","10/11/2022","PA CONSULTING SERVICES LTD","https://www.contractsfinder.service.gov.uk/Notice/80f5f0a3-19d7-427c-a12d-ebb22d7d57e6"
"3,036","Project Hopper","MINISTRY OF DEFENCE","07/07/2022","132,370","11/07/2022","31/03/2023","CGI","https://www.contractsfinder.service.gov.uk/Notice/976bb4cc-0c1b-424c-a4dc-521cedefa0e3"
"4,192","No matching tender, likely a direct award","UNIVERSITY OF SHEFFIELD","07/07/2022","1,200,000","","","KPMG LLP","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JUL404052"
"4,122","3165/LM – Internal Audit Services to The University Of Sheffield","UNIVERSITY OF SHEFFIELD","06/07/2022","","","","KPMG LLP","https://www.find-tender.service.gov.uk/Notice/018512-2022"
"3,034","School Server Stabilisation Project","EDUCATION AUTHORITY","06/07/2022","3,388,396","07/07/2022","06/10/2022","CAPITA BUSINESS SERVICES LTD","https://www.contractsfinder.service.gov.uk/Notice/ea2dfd54-6764-4a6c-bf45-3091aabfc1a9"
"3,035","PS22020 Immigration/Mobility Guidance","UK SHARED BUSINESS SERVICES LIMITED","06/07/2022","59,966","15/08/2022","31/03/2023","ERNST AND YOUNG LLP","https://www.contractsfinder.service.gov.uk/Notice/0f022872-cae8-4a50-a38a-07538287bd42"
"3,033","Provision of Resource for Retirement, Bereavement and Care","DEPARTMENT FOR WORK AND PENSIONS","06/07/2022","4,500,000","08/07/2022","07/07/2023","CAPGEMINI UK PLC","https://www.contractsfinder.service.gov.uk/Notice/c19c04af-8ffe-40a1-b22d-b7de2e6b7ca6"
"3,914","No matching tender, likely a direct award","TRAFFORD COUNCIL","06/07/2022","3,000,000","","","SERCO LTD","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JUL403911"
"3,892","No matching tender, likely a direct award","THE SURREY POLICE AND CRIME COMMISSIONER","06/07/2022","328,005","","","CGI","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JUL403783"
"4,386","Reskills and Upskills for the Digital Industry Lead Supplier","TRAFFORD COUNCIL","05/07/2022","","","","SERCO LTD","https://www.find-tender.service.gov.uk/Notice/018391-2022"
"4,265","Payroll Services","THE SURREY POLICE AND CRIME COMMISSIONER","05/07/2022","","","","CGI","https://www.find-tender.service.gov.uk/Notice/018252-2022"
"3,031","Scaling of HR&OD Services","NHS ENGLAND AND NHS IMPROVEMENT","05/07/2022","112,000","01/06/2022","30/09/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/2083a775-69cb-436a-bc4a-3e1caa8acc1d"
"3,030","Expenses and overtime software","JOINT PROCUREMENT SERVICE FOR SURREY AND SUSSEX POLICE","05/07/2022","43,870","01/07/2022","30/06/2026","CGI","https://www.contractsfinder.service.gov.uk/Notice/bbcb9aba-67ca-4e46-8cb7-1277a98ede85"
"3,032","Apprenticeship - Level 4 Procurement & Supply","7 FORCES COMMERCIAL SERVICES","05/07/2022","27,000","01/09/2022","31/08/2024","CAPITA BUSINESS SERVICES LTD","https://www.contractsfinder.service.gov.uk/Notice/210110b9-0f8f-4f88-a9b9-9c01bc5fc1a6"
"4,239","No matching tender, likely a direct award","SURREY POLICE","04/07/2022","","01/06/2022","31/05/2024","CGI IT UK LIMITED","https://www.blpd.gov.uk/foi/foicontractview.aspx?contractid=48249"
"4,392","Market Data Processing System","FINANCIAL CONDUCT AUTHORITY","04/07/2022","","","","SOPRA STERIA LIMITED","https://www.find-tender.service.gov.uk/Notice/018158-2022"
"3,028","Resilient Operating Model Climate Emergency & Community Safety","LONDON BOROUGH OF WALTHAM FOREST","04/07/2022","100,000","05/07/2022","09/09/2022","PA CONSULTING","https://www.contractsfinder.service.gov.uk/Notice/96bfb12f-bd96-46ce-8c51-904da8488e99"
"3,027","Route to Cloud Backlog Build","DEPARTMENT FOR WORK AND PENSIONS","04/07/2022","1,999,157","04/07/2022","14/10/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/760f6cd8-14b8-499b-bfa5-f9558579c5db"
"3,026","Data Governance (Business of Data package)","DEFENCE DIGITAL (ISG)","04/07/2022","360,000","04/07/2022","30/09/2022","KPMG LLP","https://www.contractsfinder.service.gov.uk/Notice/b08c4364-f012-411a-89e6-53da7715aa74"
"3,029","Provision of Framework Auditing, Compliance and Support for MarComms (Lot 3)","CROWN COMMERCIAL SERVICE","04/07/2022","520,000","06/07/2022","05/07/2026","PRICEWATERHOUSECOOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/2f781550-c189-4cd3-bf25-cc9e66b1b047"
"4,356","Provision of Security Guarding Service for the High Commission and Residence in Port of Spain","FOREIGN COMMONWEALTH AND DEVELOPMENT OFFICE","01/07/2022","","","","G4S SECURE SOLUTIONS (TRINIDAD) LIMITED.","https://www.find-tender.service.gov.uk/Notice/018084-2022"
"4,358","No matching tender, likely a direct award","LONDON BOROUGH OF LEWISHAM","01/07/2022","","01/07/2020","30/06/2025","CAPITA IT SERVICES LIMITED","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=2c9693b2-5bf8-ec11-8116-005056b64545"
"3,021","Digital Support for IAG Core Team","DEPARTMENT FOR WORK AND PENSIONS","01/07/2022","1,850,273","01/07/2022","31/03/2023","ACCENTURE (UK( LIMITED","https://www.contractsfinder.service.gov.uk/Notice/5e1ca39c-e962-49c3-a6a2-9393c860e0ed"
"3,024","M365 Delivery Partner for Deployment of Supported Services","DEFENCE SCIENCE AND TECHNOLOGY LABORATORY","01/07/2022","200,495","01/08/2022","28/02/2024","FUJITSU SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/6e690e6a-dcef-4d97-9854-021670a4e050"
"3,022","Senior Programme Manager","THE FINANCIAL CONDUCT AUTHORITY","01/07/2022","298,000","11/07/2022","10/01/2023","PRICEWATERHOUSECOOPERS","https://www.contractsfinder.service.gov.uk/Notice/2f123aeb-06d0-4b48-83fc-798b6ccf4488"
"3,025","Contract Award - Planning Performance Award Case Officer","LONDON BOROUGH OF HAVERING","01/07/2022","150,000","01/07/2022","30/06/2023","CAPITA PROPERTY AND INFRASTRUCTURE (STRUCTURES) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/45bd4099-7a28-40be-80d7-9779dfb8c90e"
"3,020","Rural Payments Authority Payroll Contract","DEFRA NETWORK ETENDERING PORTAL","01/07/2022","31,818,302","01/08/2022","31/07/2024","CGI","https://www.contractsfinder.service.gov.uk/Notice/2377b894-49a5-46a7-b467-b0f582c082dd"
"3,023","Support for Application Management","DEFENCE DIGITAL (ISG)","01/07/2022","502,655","01/07/2022","28/02/2023","ATOS IT SERVICES UK LIMITED","https://www.contractsfinder.service.gov.uk/Notice/ba0c286d-6ebd-4ca7-b6d1-7fe91ad32aa5"
"4,359","No matching tender, likely a direct award","NATIONAL SAVINGS AND INVESTMENTS","01/07/2022","34,216,424","","","IBM UNITED KINGDOM LTD","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JUL403575"
"4,625","Digital Integration and Service Operations","NATIONAL SAVINGS AND INVESTMENTS","30/06/2022","","","","IBM UNITED KINGDOM LTD","https://www.find-tender.service.gov.uk/Notice/017882-2022"
"3,011","Scaling of Transactional HR & OD services","NHS ENGLAND","30/06/2022","112,000","30/06/2022","30/08/2022","DELOITTE","https://www.contractsfinder.service.gov.uk/Notice/cbb5f365-e9d2-4327-8040-f4e0bef55ba4"
"3,009","Telephony Systems Contract 2022","THE ROYAL BOROUGH OF KINGSTON UPON THAMES","30/06/2022","145,000","01/07/2022","30/06/2023","ATOS IT SERVICES UK LTD","https://www.contractsfinder.service.gov.uk/Notice/152f004d-78fa-40bf-8a27-b8f8309399d9"
"3,019","Yellow API Team","DEPARTMENT FOR WORK AND PENSIONS","30/06/2022","700,639","01/07/2022","31/03/2023","CAPGEMINI LTD. 1 FORGE END WOKING SURREY GU21 6DB","https://www.contractsfinder.service.gov.uk/Notice/925b2886-dc28-46b8-b23a-c1ed26f2f36b"
"3,012","Application Services for Customer  Information System (CIS)","DEPARTMENT FOR WORK AND PENSIONS","30/06/2022","3,900,000","01/07/2022","30/06/2024","IBM UNITED KINGDOM LIMITED","https://www.contractsfinder.service.gov.uk/Notice/e9e1263c-8551-43b9-a693-615da6fd5325"
"3,010","House Benefit subsidy Claim Report","NOTTINGHAM CITY COUNCIL","30/06/2022","31,000","02/07/2022","30/11/2024","KPMG LLP","https://www.contractsfinder.service.gov.uk/Notice/2c12af28-42b9-4c47-8d1c-aa69da45126c"
"3,017","Shared Application Service - Application Support Partner","HOME OFFICE","30/06/2022","4,900,000","30/06/2022","29/06/2024","IBM UNITED KINGDOM LTD","https://www.contractsfinder.service.gov.uk/Notice/11293dfa-3f90-43ff-b9ee-ac42d5325939"
"3,015","ICS development and Improvement Plans for BOB and HIOW","NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT","30/06/2022","30,000","01/07/2022","15/08/2022","DELOITTE","https://www.contractsfinder.service.gov.uk/Notice/81f334bd-eced-470b-b86f-da52e51c9444"
"3,014","Housing Benefit Subsidy Claim Report Account","NOTTINGHAM CITY COUNCIL","30/06/2022","31,000","02/07/2022","30/11/2022","KPMG LLP","https://www.contractsfinder.service.gov.uk/Notice/5327f374-a74c-427f-a65b-6bf57442e4fd"
"3,016","WSCC - JS - Oracle Service Cloud (HR workflow)","WEST SUSSEX COUNTY COUNCIL","30/06/2022","101,746","01/06/2022","23/04/2023","CAPITA BUSINESS SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/daff7797-f608-4439-bbbb-14ea85ce0fe0"
"3,018","UKRI-2267 Access Control System at Polaris House","UK RESEARCH & INNOVATION","30/06/2022","89,124","13/07/2022","30/06/2024","CAPITA SECURE INFORMATION SOLUTIONS LTD","https://www.contractsfinder.service.gov.uk/Notice/aaab3768-54ed-4ad4-b922-8e36d9342678"
"3,008","Childrens Support Services Software","TORBAY COUNCIL","30/06/2022","55,800","07/07/2022","06/07/2023","CAPITA BUSINESS SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/6785b661-3511-4816-8956-89f6d1273373"
"3,013","Housing Benefit Subsidy Claim Report","NOTTINGHAM CITY COUNCIL","30/06/2022","31,000","02/07/2022","30/11/2024","KPMG LLP","https://www.contractsfinder.service.gov.uk/Notice/90f5495b-e068-43a8-a402-f5233db3e397"
"4,342","No matching tender, likely a direct award","UNIVERSITY OF DERBY","30/06/2022","400,000","","","KPMG LLP","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JUN403383"
