"incremental_id","tender_title","buyer","award_date","award_value","contract_start","contract_end","supplier","source_url"
"3,002","Health and Disability Agile Transformation/Development","DEPARTMENT FOR WORK AND PENSIONS","23/06/2022","932,568","01/07/2022","30/12/2022","CAPGEMINI UK PLC","https://www.contractsfinder.service.gov.uk/Notice/2627d3e4-22ab-4bad-bf87-daa6662d9110"
"3,003","BEIS - Evidence Management System","UK SHARED BUSINESS SERVICES LIMITED","23/06/2022","174,550","14/06/2022","11/08/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/6761b5c5-c2b2-48cb-964e-c9af1d7be050"
"3,000","Headcount Efficiency Review","DFTC - DEPARTMENT FOR TRANSPORT","23/06/2022","100,000","14/06/2022","30/06/2022","THE BOSTON CONSULTING GROUP","https://www.contractsfinder.service.gov.uk/Notice/eb2e73d8-45a6-4e57-ac0b-57005f217f37"
"2,999","Digital Execellence","NATIONAL HIGHWAYS LIMITED","23/06/2022","300,000","24/06/2022","30/09/2022","PA CONSULTING SERVICES LTD","https://www.contractsfinder.service.gov.uk/Notice/a64b5a7e-3d8d-4afe-b438-b2ad0d373004"
"3,733","No matching tender, likely a direct award","PUBLIC HEALTH SCOTLAND","23/06/2022","3,500,000","","","CAPGEMINI","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=JUN452030"
"2,998","3111/LM - External Audit Services for The University Of Sheffield","UNIVERSITY OF SHEFFIELD","22/06/2022","1,750,000","01/08/2022","31/07/2025","KPMG LLP","https://www.contractsfinder.service.gov.uk/Notice/7ab9545c-482b-4874-905e-370ad6541d7e"
"2,997","Medical Evidence - Agile Transformation/ Development","DEPARTMENT FOR WORK AND PENSIONS","22/06/2022","1,631,963","01/07/2022","30/12/2022","CAPGEMINI UK PLC","https://www.contractsfinder.service.gov.uk/Notice/c7a98008-0fd9-4de8-beb5-c2a468a60fc9"
"4,273","No matching tender, likely a direct award","OFFICE OF THE SURREY POLICE AND CRIME COMMISSIONER","22/06/2022","2,000,000","","","PA CONSULTING SERVICES LTD","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JUN402542"
"4,117","CSR/128 - The Civil Service Central Government Apprenticeship Training and Related Services Contract","CABINET OFFICE","21/06/2022","","","","CAPITA PLC","https://www.find-tender.service.gov.uk/Notice/016985-2022"
"4,293","Future Operating Model","OFFICE OF THE SURREY POLICE AND CRIME COMMISSIONER","21/06/2022","","","","PA CONSULTING SERVICES LTD","https://www.find-tender.service.gov.uk/Notice/016947-2022"
"2,996","PPPT Strategic Delivery Partner Procurement","HOME OFFICE","21/06/2022","95,000,000","30/06/2022","29/06/2027","CGI UK IT","https://www.contractsfinder.service.gov.uk/Notice/7394ec27-2b23-4ab7-a9a7-cdd82058a6a8"
"4,232","No matching tender, likely a direct award","OFFICE OF THE SURREY POLICE AND CRIME COMMISSIONER","21/06/2022","","","","PA CONSULTING SERVICES LTD","https://uk.eu-supply.com/app/rfq/rwlentrance_s.asp?PID=45482&PP=ctm/Supplier/PublicTenders&B=UK&PS=2"
"2,995","Emissions Trading Scheme - Industrial Energy Service Design and Assurance","DEPARTMENT FOR BUSINESS, ENERGY & INDUSTRIAL STRATEGY","20/06/2022","1,000,000","20/06/2022","19/06/2023","PA CONSULTING","https://www.contractsfinder.service.gov.uk/Notice/73656895-9563-4a79-ba96-f7d9cda207d4"
"2,993","UX Support for SPM","POST OFFICE LIMITED","20/06/2022","385,000","20/06/2022","16/12/2022","ACCENTURE (UK) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/6baaccb7-21cd-4691-b3db-8927d4e51243"
"2,994","Chinese Tax Consultancy","UNIVERSITY OF DERBY","20/06/2022","172,184","01/07/2022","30/06/2026","KPMG LLP","https://www.contractsfinder.service.gov.uk/Notice/c7490048-974f-45d6-be62-af384452ae05"
"2,991","PLACE114 D2N2 Mayoral Combined Authority: Consultancy Requirement","DERBYSHIRE COUNTY COUNCIL","19/06/2022","600,000","20/06/2022","20/06/2024","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/c4f7ca39-07e0-4b06-85e7-5192c2a767e6"
"2,992","Service Operations","GENOMICS ENGLAND LIMITED","19/06/2022","215,181","20/06/2022","30/09/2022","IBM LIMITED","https://www.contractsfinder.service.gov.uk/Notice/f10281b7-e89a-45a8-a273-b5f2f203b5e7"
"4,291","Homes England Property and Financial Professional Services Framework 2022-2026","HOMES ENGLAND (THE NAME ADOPTED BY THE HOMES AND COMMUNITIES AGENCY)","17/06/2022","","","","KPMG LLP","https://www.find-tender.service.gov.uk/Notice/016677-2022"
"4,290","Homes England Property and Financial Professional Services Framework 2022-2026","HOMES ENGLAND (THE NAME ADOPTED BY THE HOMES AND COMMUNITIES AGENCY)","17/06/2022","","","","DELOITTE LLP","https://www.find-tender.service.gov.uk/Notice/016677-2022"
"4,289","Homes England Property and Financial Professional Services Framework 2022-2026","HOMES ENGLAND (THE NAME ADOPTED BY THE HOMES AND COMMUNITIES AGENCY)","17/06/2022","","","","DELOITTE LLP","https://www.find-tender.service.gov.uk/Notice/016677-2022"
"2,987","Auxiliary Transition Resource Tender","H M REVENUE & CUSTOMS","17/06/2022","29,600,000","04/07/2022","03/07/2024","ACCENTURE (UK) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/a0c9f45d-8d4d-4368-bbf9-95c642867813"
"2,988","Digital Test Service Phase 2","NHS DIGITAL","17/06/2022","32,400,000","17/06/2022","16/06/2024","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/758aa4af-c569-45fa-8bd3-625ee7625420"
"2,990","F&RP Permanent Tool Set Award Notice","MINISTRY OF DEFENCE","17/06/2022","90,000","17/06/2022","17/08/2022","SOPRA STERIA LIMITED","https://www.contractsfinder.service.gov.uk/Notice/4b05a8b9-532f-4c64-b320-c5691f813140"
"2,989","Oracle Recruiting Cloud Implementation","THE UNIVERSITY OF BIRMINGHAM","17/06/2022","217,000","17/06/2022","20/06/2022","PRICEWATERHOUSECOOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/caebb08b-d464-455f-82b6-75b3bdc84188"
"4,257","No matching tender, likely a direct award","DURHAM COUNTY COUNCIL","17/06/2022","401,500","","","G4S CASH SOLUTIONS (UK) LIMITED","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JUN402085"
"4,238","No matching tender, likely a direct award","MIDDLESBROUGH BOROUGH COUNCIL","16/06/2022","","01/04/2022","31/03/2025","PAY360 BY CAPITA","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=93bb1640-75ed-ec11-8115-005056b64545"
"4,423","Cash Collection & Cash in Transit Services","DURHAM COUNTY COUNCIL","16/06/2022","","","","G4S CASH SOLUTIONS (UK) LIMITED","https://www.find-tender.service.gov.uk/Notice/016508-2022"
"2,983","Financial Improvement Support","THE QUEEN ELIZABETH HOSPITAL KING'S LYNN NHS FOUNDATION TRUST","16/06/2022","32,400","17/06/2022","15/07/2022","PRICE WATERHOUSE COOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/6684472a-b92e-4dfa-a76b-ecde4a0ab30a"
"2,984","Cash Collection & Cash in Transit Services","DURHAM COUNTY COUNCIL","16/06/2022","401,500","01/07/2022","30/06/2026","G4S CASH SOLUTIONS (UK) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/0342d676-da9d-4e30-b071-9f26da7f1199"
"2,985","Net Zero Innovation Portfolio - Green Home Finance Accelerator: Delivery Support Contract - Full Programme Management Services","DEPARTMENT FOR BUSINESS, ENERGY & INDUSTRIAL STRATEGY","16/06/2022","1,220,125","16/06/2022","31/03/2025","PRICEWATERHOUSECOOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/e7e2543c-8523-4fa4-aa86-5e8c1f4de07b"
"2,986","UKRI-2191 Specialist IR35 Support to Innovate UK","UK RESEARCH & INNOVATION","16/06/2022","133,464","07/07/2022","31/12/2022","PRICEWATERHOUSECOOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/c4b95d9b-9f34-49ed-bc9a-79e1b5610b60"
"2,981","NHS Login Transform","NHS DIGITAL","15/06/2022","7,600,000","03/05/2022","02/05/2024","ACCENTURE (UK) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/973a78fe-4591-470e-9aec-9292d5c89032"
"2,982","Consultancy requirement for Local Electric Vehicle Infrastructure (LEVI) Fund","DFTC - DEPARTMENT FOR TRANSPORT","15/06/2022","300,000","15/06/2022","29/07/2022","THE BOSTON CONSULTING GROUP","https://www.contractsfinder.service.gov.uk/Notice/7c8f852c-e0df-435d-bb27-08bf2dacc42f"
"2,980","NHS Login Transform","NHS DIGITAL","15/06/2022","7,600,000","03/05/2022","02/05/2024","ACCENTURE (UK) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/f7dabb01-2cd0-4cb1-bf01-32919240647d"
"2,979","Access to Work Agile Transformation/Development  - ecm 10173","DEPARTMENT FOR WORK AND PENSIONS","14/06/2022","2,039,602","01/07/2022","30/12/2022","CAPGEMINI UK PLC","https://www.contractsfinder.service.gov.uk/Notice/2dd1f202-3e72-4966-bc84-39b695c092f7"
"2,978","Provision of Financial Modelling Support","FOREIGN COMMONWEALTH AND DEVELOPMENT OFFICE","14/06/2022","90,000","14/06/2022","15/05/2023","KPMG LLP","https://www.contractsfinder.service.gov.uk/Notice/0f26699e-ce8a-4cf0-aa44-cf1057858528"
"5,557","No matching tender, likely a direct award","DARTFORD BOROUGH COUNCIL","13/06/2022","","11/06/2022","10/06/2027","CAPITA BUSINESS SERVICES LIMITED","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=babce9ca-fbea-ec11-8115-005056b64545"
"2,977","GB-London: CON-22-063 Technical Stability Programme","FINANCIAL CONDUCT AUTHORITY","13/06/2022","5,000,000","25/07/2022","24/07/2023","PRICE WATERHOUSE COOPERS","https://www.contractsfinder.service.gov.uk/Notice/3b821338-9ccf-4b72-8863-0e8743fe9054"
"2,976","Data Centre Rationalisation (DCR) Migrations","MINISTRY OF DEFENCE","13/06/2022","18,800,000","05/08/2022","04/08/2025","CGI IT UK LIMITED","https://www.contractsfinder.service.gov.uk/Notice/e626b41a-7505-45b4-93bb-a9df1e5fdd8f"
"2,975","Restructuring services, Forensic Accounting, Investigation, Audit and Assurance Framework - Lot 2 awarded Call off contract - con_14117","DEPARTMENT FOR EDUCATION","13/06/2022","48,000","13/06/2022","30/11/2022","ERNST & YOUNG LLP","https://www.contractsfinder.service.gov.uk/Notice/05e3ccfb-308f-4ba9-b9c5-70d6777346bc"
"2,974","TROO0239 - Financial Advisors for the Rail Passenger Service Contracts","DFTC - DEPARTMENT FOR TRANSPORT","11/06/2022","2,625,000","17/02/2021","17/02/2023","KPMG LLP","https://www.contractsfinder.service.gov.uk/Notice/c2fae99e-0681-4f23-9486-346144ca1ec0"
"2,971","Architecture Services - Partner (IT)","GENOMICS ENGLAND LIMITED","10/06/2022","750,000","13/06/2022","12/12/2023","IBM LIMITED","https://www.contractsfinder.service.gov.uk/Notice/cb02b437-7a5f-48ed-959b-2bdc837b01ce"
"2,969","Phase 2b Delivery Strategy Support","HS2","10/06/2022","446,960","13/06/2022","10/09/2022","PRICEWATERHOUSECOOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/edf45d6c-3779-4d76-b32a-a8343a11894f"
"2,973","Live Services Agile Transformation ecm 10176","DEPARTMENT FOR WORK AND PENSIONS","10/06/2022","1,123,166","13/06/2022","12/12/2022","CAPGEMINI UK PLC","https://www.contractsfinder.service.gov.uk/Notice/d1c162cf-6ec0-40b5-8eb1-57aaba18a13a"
"2,972","External Audit Services","UNIVERSITY OF LINCOLN","10/06/2022","550,000","01/07/2022","30/06/2027","KPMG LLP","https://www.contractsfinder.service.gov.uk/Notice/2fb0b9a8-b5fb-4bd4-899d-db2687ee5ff5"
"2,968","Awarded Contract - Future of NaPTAN Discovery","DVLA - DRIVER & VEHICLE LICENSING AGENCY","10/06/2022","110,000","13/06/2022","08/08/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/1fdc424b-439d-4b65-bd76-fbe5a1b193b0"
"2,970","Contract Award - Development of Target Operating Model","DEFRA NETWORK ETENDERING PORTAL","10/06/2022","90,000","20/06/2022","09/08/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/cd8f88f2-6c27-45e0-9047-b9e10ad62e6a"
"2,967","Strategic Outline Business Case for HERMES platform","FCDO SERVICES","09/06/2022","770,082","10/06/2022","23/05/2023","PA CONSULTING SERVICE LTD","https://www.contractsfinder.service.gov.uk/Notice/061be832-990e-42d0-b3ee-f362620b36db"
"2,963","GB-London: CON-22-115 PSR Resource Augmentation - Strategy, Economics, Policy and Monitoring","FINANCIAL CONDUCT AUTHORITY","08/06/2022","300,000","18/07/2022","13/01/2023","ACCENTURE (UK) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/7e5dbfae-584a-47f9-afd4-e1209b84fee2"
"2,965","3165/LM - Internal Audit Services to The University Of Sheffield","UNIVERSITY OF SHEFFIELD","08/06/2022","1,200,000","01/08/2022","31/07/2025","PRICEWATERHOUSECOOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/cef42d6d-4f74-4931-b3bd-899b10c8656b"
"2,964","GB-London: CON-22-115 PSR Resource Augmentation - Strategy, Economics, Policy and Monitoring","FINANCIAL CONDUCT AUTHORITY","08/06/2022","672,000","11/07/2022","13/01/2023","PA CONSULTING SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/c2478256-e31c-493c-a460-39446c7a342f"
"2,966","GB-London: CON-22-115 PSR Resource Augmentation - Strategy, Economics, Policy and Monitoring","FINANCIAL CONDUCT AUTHORITY","08/06/2022","432,000","27/07/2022","13/01/2023","PA CONSULTING SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/620786c6-4fc1-4966-9c15-b7d83ad63284"
"2,961","Rolling Programme of Decommissioning (RPD) - Critical Enablers Strategies","CTM PORTAL FOR THE NDA SHARED SERVICES ALLIANCE","08/06/2022","148,500","13/06/2022","13/01/2023","PA CONSULTING","https://www.contractsfinder.service.gov.uk/Notice/db250590-e683-4a61-9b60-5703e4043857"
"2,962","GB-London: CON-22-115 PSR Resource Augmentation - Strategy, Economics, Policy and Monitoring","FINANCIAL CONDUCT AUTHORITY","08/06/2022","948,000","11/07/2022","13/01/2023","PA CONSULTING SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/54ed07db-8e98-4be8-8ec1-8a3f76afb995"
"5,427","No matching tender, likely a direct award","UNIVERSITY OF LEEDS","08/06/2022","194,882","","","CGI IT UK LTD","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JUN401090"
"5,426","No matching tender, likely a direct award","QUEEN'S UNIVERSITY BELFAST","08/06/2022","2,000,000","","","KPMG","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JUN401087"
"4,505","No matching tender, likely a direct award","CTM PORTAL FOR THE NDA SHARED SERVICES ALLIANCE","08/06/2022","","","","PA CONSULTING GROUP","https://sharedsystems.eu-supply.com/app/rfq/rwlentrance_s.asp?PID=15342&PP=ctm/Supplier/PublicTenders&B=SELLAFIELD&PS=2"
"4,424","PE2021-22/214 Adoption of Service Integration And Management (SIAM) model for IT Function","UNIVERSITY OF LEEDS","07/06/2022","","","","CGI IT UK LTD","https://www.find-tender.service.gov.uk/Notice/015582-2022"
"4,425","QUB/2232/22 Provision of External and Internal Audit Services","QUEEN'S UNIVERSITY BELFAST","07/06/2022","","","","DELOITTE","https://www.find-tender.service.gov.uk/Notice/015579-2022"
"4,426","QUB/2232/22 Provision of External and Internal Audit Services","QUEEN'S UNIVERSITY BELFAST","07/06/2022","","","","KPMG","https://www.find-tender.service.gov.uk/Notice/015579-2022"
"2,959","Award for Trail Support and Maintenance","DFTC - DEPARTMENT FOR TRANSPORT","07/06/2022","40,000","13/06/2022","15/06/2023","PA CONSULTING","https://www.contractsfinder.service.gov.uk/Notice/e3905fda-8f06-486d-8097-d8a3140d92db"
"2,958","Prison Operator Services Mini-Competition - HMP & YOI Parc","MINISTRY OF JUSTICE","07/06/2022","386,000,000","08/06/2022","14/12/2032","G4S CARE AND JUSTICE SERVICES (UK) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/84a508d3-abf0-4bbf-9daa-d5b20f2ead1f"
"2,960","CA9612 - PR5425 - RFL - Provision of Internal Audit and Counter Fraud services","ROYAL FREE LONDON NHS FOUNDATION TRUST","07/06/2022","800,834","04/04/2022","03/04/2025","KPMG","https://www.contractsfinder.service.gov.uk/Notice/326a3e1d-39f7-4230-98ff-581ed5347b9e"
"5,398","No matching tender, likely a direct award","THE CITY OF EDINBURGH COUNCIL","07/06/2022","972,088","","","BAINFIELD LTD","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=JUN450491"
"5,286","No matching tender, likely a direct award","WEST YORKSHIRE POLICE","06/06/2022","","13/06/2022","14/10/2022","PRICEWATERHOUSECOOPERS AS LLP","https://www.blpd.gov.uk/foi/foicontractview.aspx?contractid=51872"
"2,954","HMPPS Digital specialist Programme Delivery Manager","MINISTRY OF JUSTICE","06/06/2022","316,800","20/06/2022","19/12/2023","FUJITSU SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/e344dfae-d4c5-4897-a553-ee5dffa29c12"
"2,957","Priority Based Budgeting","POLICE AND CRIME COMMISSIONER FOR SOUTH YORKSHIRE","06/06/2022","400,000","13/06/2022","14/10/2022","PRICEWATERHOUSECOOPERS","https://www.contractsfinder.service.gov.uk/Notice/93e47946-e836-4e72-a0e5-aec7c8e7f689"
"2,955","COM/ 7665/2021 - Provision of Security Guarding Service for the High Commission and Residence in Port of Spain","FOREIGN COMMONWEALTH AND DEVELOPMENT OFFICE","06/06/2022","44,486,854","01/07/2022","30/06/2025","G4S SECURE SOLUTIONS (TRINIDAD) LIMITED.","https://www.contractsfinder.service.gov.uk/Notice/2d3d0db1-5315-4e78-9d97-e1997b4b94bf"
"2,956","Consultancy Support for Road Investment Funding Model","TEES VALLEY COMBINED AUTHORITY","06/06/2022","30,000","06/06/2022","05/08/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/d80c9204-6e02-4d46-84fa-f61eff3ba910"
"2,953","Provision of a project ""The Indo-Pacific Strategy Validation""","FOREIGN COMMONWEALTH AND DEVELOPMENT OFFICE","03/06/2022","115,300","06/06/2022","31/08/2022","PRICEWATERHOUSECOOPERS UK","https://www.contractsfinder.service.gov.uk/Notice/75e9948a-a345-4793-bfcc-6f08e7cc029b"
"4,642","No matching tender, likely a direct award","THE CITY OF EDINBURGH COUNCIL","02/06/2022","590,691","","","BAINFIELD LTD","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=JUN450274"
"4,598","No matching tender, likely a direct award","HOMES ENGLAND (THE NAME ADOPTED BY THE HOMES AND COMMUNITIES AGENCY)","01/06/2022","","10/08/2021","31/03/2022","DELOITTE LLP","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=eb315d8f-94a6-eb11-810c-005056b64545"
"2,952","NECS - Specialist support - NHAIS VPN Access","NHS SHARED BUSINESS SERVICES","01/06/2022","60,429","01/07/2022","31/08/2023","CAPITA BUSINESS SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/58f5a582-d535-4c7a-9112-261ddd36af77"
"2,950","PRO5454 Operational Embeds","UK HEALTH SECURITY AGENCY","01/06/2022","166,008","01/04/2022","30/06/2022","PA CONSULTING SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/9596f4fd-eb99-4da2-a7c4-66880547f99d"
"2,951","EcoNWL003 NHS North West London Primary and Local Care Demonstrator","NORTH WEST LONDON CLINICAL COMMISSIONING GROUP","01/06/2022","298,000","13/05/2022","04/08/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/4d85b7df-a77d-4ad5-b986-10d7dcc01861"
"4,599","No matching tender, likely a direct award","LUTON COUNCIL","31/05/2022","","01/06/2022","31/05/2027","DELOITTE LLP","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=fdebd6a3-4999-ec11-8112-005056b64545"
"4,600","No matching tender, likely a direct award","HOMES ENGLAND (THE NAME ADOPTED BY THE HOMES AND COMMUNITIES AGENCY)","31/05/2022","","06/06/2022","26/08/2022","GOVERMENT CAMPUS - KPMG","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=4abdb675-d1e0-ec11-8115-005056b64545"
"4,427","DfE Invest NI - Provision of Trade Advisory Services in GB and RoI","INVEST NI","31/05/2022","","","","KAPPA CONSULTING","https://www.find-tender.service.gov.uk/Notice/015196-2022"
"2,943","Provision of a Culture Project","CTM PORTAL FOR THE NDA SHARED SERVICES ALLIANCE","31/05/2022","350,000","01/06/2022","28/02/2023","PA CONSULTING GROUP","https://www.contractsfinder.service.gov.uk/Notice/148bd802-3a12-4a56-ab6b-0a44ec439fd5"
"2,948","Certification Programme - Multi Skilled Support","DEPARTMENT OF HEALTH AND SOCIAL CARE","31/05/2022","4,744,940","23/04/2022","23/02/2023","PWC","https://www.contractsfinder.service.gov.uk/Notice/c9303359-83ea-4873-89be-bffd50eb5ac7"
"2,949","Government Campus Workshops","HOMES ENGLAND (THE NAME ADOPTED BY THE HOMES AND COMMUNITIES AGENCY)","31/05/2022","13,985","06/06/2022","26/08/2022","GOVERMENT CAMPUS - KPMG","https://www.contractsfinder.service.gov.uk/Notice/3a2ec81c-4e97-455e-bd05-e4b7089c759b"
"2,945","Digital Integration and Service Operations","NS&I","31/05/2022","34,216,262","31/05/2022","31/05/2028","IBM UNITED KINGDOM LTD","https://www.contractsfinder.service.gov.uk/Notice/303751e4-6353-4389-ac6a-e2240156c116"
"2,947","Advance Passenger Messaging","HOME OFFICE","31/05/2022","7,500,000","31/05/2022","01/06/2025","FUJITSU SERVICES LTD","https://www.contractsfinder.service.gov.uk/Notice/128033d6-4551-4296-8a39-f84c8f1f6c84"
"2,946","Services in relation to PPF HoldCo in UK and Australia","PENSION PROTECTION FUND","31/05/2022","117,000","31/05/2022","31/03/2024","PRICEWATERHOUSECOOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/d3c74244-2016-41ce-9a24-84fffa0e65d6"
